"","ID","plotref","Site","Country","Plot","Genus","Species","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3","sp_fullname"
"1787",295,"90_3","Puerto de las Coberteras","Spain",3,"Thymus","mastichina",1.12,180.3094872,0.311056537,0.211254776,40,1020,90,1,0.6278,"Thymus mastichina"
"1788",295,"90_3","Puerto de las Coberteras","Spain",3,"Quercus","ilex",3.750625,67.92248598,0.516166279,3.809434177,NA,NA,90,1,0.6278,"Quercus ilex"
"1789",295,"90_3","Puerto de las Coberteras","Spain",3,"Pistacia","terebinthus",NA,NA,NA,NA,NA,NA,90,1,0.6278,"Pistacia terebinthus"
"1791",295,"90_3","Puerto de las Coberteras","Spain",3,"Lavandula","latifolia",4.67125,186.4334733,0.212583899,1.605627771,40,1600,90,1,0.6278,"Lavandula latifolia"
"1792",295,"90_3","Puerto de las Coberteras","Spain",3,"Rubus","ulmifolius",6.27,140.5036726,0.38582996,13.39,30,2700,90,1,0.6278,"Rubus ulmifolius"
"1793",295,"90_3","Puerto de las Coberteras","Spain",3,"Thymus","zygis",NA,NA,NA,NA,NA,NA,90,1,0.6278,"Thymus zygis"
"1794",295,"90_3","Puerto de las Coberteras","Spain",3,"Juniperus","oxycedrus",2.283333333,99.18982876,0.432535641,0.330511069,500,250000,90,1,0.6278,"Juniperus oxycedrus"
"1795",295,"90_3","Puerto de las Coberteras","Spain",3,"Linum","appressum",1.04,343.5649177,0.290611657,0.124951364,20,135,90,1,0.6278,"Linum appressum"
"1796",295,"90_3","Puerto de las Coberteras","Spain",3,"Berberis","hispanica",3.012,153.2142934,0.363132027,1.737360317,110,12100,90,1,0.6278,"Berberis hispanica"
"1797",295,"90_3","Puerto de las Coberteras","Spain",3,"Helleborus","foetidus",20.196,88.64475211,0.298306209,68.4722,70,2800,90,1,0.6278,"Helleborus foetidus"
"1798",295,"90_3","Puerto de las Coberteras","Spain",3,"Daphne","gnidium",4.87,257.1728749,0.243488372,2.243833333,33,216,90,1,0.6278,"Daphne gnidium"
"1799",295,"90_3","Puerto de las Coberteras","Spain",3,"Prunus","spinosa",4.19,320.0775109,0.279666233,5.8030625,50,225,90,1,0.6278,"Prunus spinosa"
"1800",295,"90_3","Puerto de las Coberteras","Spain",3,"Festuca","scariosa",30.73076923,156.0031121,0.44725148,9.336076923,50,2000,90,1,0.6278,"Festuca scariosa"
"1801",295,"90_3","Puerto de las Coberteras","Spain",3,"Fumana","ericifolia",1.19,125.0417827,0.384780279,0.095510638,5,25,90,1,0.6278,"Fumana ericifolia"
"1802",295,"90_3","Puerto de las Coberteras","Spain",3,"Eryngium","campestre",10.04333333,83.21691103,0.2850039,44.40038889,20,500,90,1,0.6278,"Eryngium campestre"
"1804",295,"90_3","Puerto de las Coberteras","Spain",3,"Hippocrepis","bourgaei",3.1525,154.8381671,0.284790695,1.144434524,8,150,90,1,0.6278,"Hippocrepis bourgaei"
"1805",295,"90_3","Puerto de las Coberteras","Spain",3,"Rosa","pouzinii",4.696666667,202.4373345,0.414712191,6.360685185,110,6825,90,1,0.6278,"Rosa pouzinii"
"1806",295,"90_3","Puerto de las Coberteras","Spain",3,"Crataegus","monogyna",3.083,156.4093633,0.459457662,1.401226526,95,13000,90,1,0.6278,"Crataegus monogyna"
"1808",296,"90_4","Puerto de las Coberteras","Spain",4,"Lavandula","latifolia",4.65,141.220758,0.214571167,1.805685714,50,5600,90,0,0.6422,"Lavandula latifolia"
"1809",296,"90_4","Puerto de las Coberteras","Spain",4,"Helleborus","foetidus",NA,NA,NA,NA,NA,NA,90,0,0.6422,"Helleborus foetidus"
"1810",296,"90_4","Puerto de las Coberteras","Spain",4,"Acer","monspessulanum",NA,NA,NA,NA,NA,NA,90,0,0.6422,"Acer monspessulanum"
"1811",296,"90_4","Puerto de las Coberteras","Spain",4,"Thymus","mastichina",1.57,195.0813708,0.289308426,0.278572917,50,1600,90,0,0.6422,"Thymus mastichina"
"1813",296,"90_4","Puerto de las Coberteras","Spain",4,"Quercus","ilex",3.841666667,69.36514513,0.493076839,5.185184921,NA,NA,90,0,0.6422,"Quercus ilex"
"1814",296,"90_4","Puerto de las Coberteras","Spain",4,"Ptilostemon","hispanicus",NA,NA,NA,NA,NA,NA,90,0,0.6422,"Ptilostemon hispanicus"
"1815",296,"90_4","Puerto de las Coberteras","Spain",4,"Eryngium","campestre",NA,NA,NA,NA,NA,NA,90,0,0.6422,"Eryngium campestre"
"1816",296,"90_4","Puerto de las Coberteras","Spain",4,"Pistacia","terebinthus",NA,NA,NA,NA,NA,NA,90,0,0.6422,"Pistacia terebinthus"
"1817",296,"90_4","Puerto de las Coberteras","Spain",4,"Hedera","helix",NA,NA,NA,NA,NA,NA,90,0,0.6422,"Hedera helix"
"1818",296,"90_4","Puerto de las Coberteras","Spain",4,"Festuca","scariosa",25.468,164.87238,0.478903151,5.959333333,90,3600,90,0,0.6422,"Festuca scariosa"
"1819",296,"90_4","Puerto de las Coberteras","Spain",4,"Rosa","pouzinii",5.81,178.2846506,0.427264678,9.39125,80,1400,90,0,0.6422,"Rosa pouzinii"
"1820",296,"90_4","Puerto de las Coberteras","Spain",4,"Berberis","hispanica",1.73,133.8041431,0.314946619,1.093076923,75,5600,90,0,0.6422,"Berberis hispanica"
"1821",296,"90_4","Puerto de las Coberteras","Spain",4,"Juniperus","oxycedrus",2.26,84.78721764,0.493277319,0.355359478,600,160000,90,0,0.6422,"Juniperus oxycedrus"
"1822",296,"90_4","Puerto de las Coberteras","Spain",4,"Hippocrepis","bourgaei",NA,NA,NA,NA,NA,NA,90,0,0.6422,"Hippocrepis bourgaei"
"1823",296,"90_4","Puerto de las Coberteras","Spain",4,"Crataegus","monogyna",2.703333333,169.8501332,0.474134762,1.324799074,150,7600,90,0,0.6422,"Crataegus monogyna"
"1825",297,"91_1","Verdelecho","Spain",1,"Retama","sphaerocarpa",14.2,119.6691487,0.349443911,3.140521429,160,24300,91,3,0.8089,"Retama sphaerocarpa"
"1827",297,"91_1","Verdelecho","Spain",1,"Thymus","mastichina",NA,NA,NA,NA,NA,NA,91,3,0.8089,"Thymus mastichina"
"1832",297,"91_1","Verdelecho","Spain",1,"Thymus","zygis",NA,NA,NA,NA,NA,NA,91,3,0.8089,"Thymus zygis"
"1835",297,"91_1","Verdelecho","Spain",1,"Anthyllis","cytisoides",2.98,118.398046,0.261883803,2.058333333,70,12000,91,3,0.8089,"Anthyllis cytisoides"
"1836",297,"91_1","Verdelecho","Spain",1,"Artemisia","herba-alba",0.972,215.2183509,0.302172346,0.371286851,35,2025,91,3,0.8089,"Artemisia herba-alba"
"1840",298,"91_2","Verdelecho","Spain",2,"Retama","sphaerocarpa",9,118.4655532,0.26978316,2.83725,90,8000,91,2,0.7894,"Retama sphaerocarpa"
"1843",298,"91_2","Verdelecho","Spain",2,"Artemisia","herba-alba",1.07125,215.5394792,0.280438093,0.506240246,30,5040,91,2,0.7894,"Artemisia herba-alba"
"1844",298,"91_2","Verdelecho","Spain",2,"Anthyllis","cytisoides",2.843333333,137.7150141,0.233396288,2.100236508,120,21600,91,2,0.7894,"Anthyllis cytisoides"
"1852",299,"91_3","Verdelecho","Spain",3,"Anthyllis","cytisoides",2.892222222,124.8051456,0.254980577,2.675353505,135,36480,91,1,0.7874,"Anthyllis cytisoides"
"1853",299,"91_3","Verdelecho","Spain",3,"Artemisia","herba-alba",0.894285714,208.9534368,0.28267606,0.516842177,50,4900,91,1,0.7874,"Artemisia herba-alba"
